FAC_NAME,DISTRICT,FACILITY,PHONE,BOX_NO,FAX,DIST_DHO,TIME,X,Y,CO_ORDINAT,NEAR_FAC,DATE_APPR,ROAD,NO_BED,OCCUP_RATE,DAT_CONSTR,FUNDEDBY,OWNER,POPULATION,NO_OP,NO_BIRTH_,PLAN_DHO,PLAN_MOW,DONATION,PERC_DONA,BUDG_APPRO,BUDG_ACT,COST_ACT,DIFFER_BY,REVENUE,FACODE,OBJECTID,IFDCMAP,LATITUDE,LONGITUDE,BUSI_DESCR,BUSI_NAME,ADDRESS,TA_VILLAGE,EPA,ID_ACC,POINTID
STAGECOACH,LILONGWE,DISPENSARY,"740111",BOX 26 LILONGWE,,,,33.770278,-13.986111,13 59 10 - 33 46,,1998/12/04,TAR - GOOD,"0","0",,PRIVATE,PVT,"0","18250","0","0","0",,"0",0.00,0.00,0.00,,0.00,"723","0",,0.00000000000,0.00000000000,,,,,,"230","230"
STATE HOUSE,LILONGWE,DISPENSARY,"731793",BOX 31400 LILONGWE,,,,33.851111,-13.960000,13 57 36 - 33 51,,1998/07/29,TAR - GOOD,"0","0","1992",GOVT,GOVT,"5000","18250","0","0","1",,"0",0.00,0.00,0.00,,0.00,"724","0",,0.00000000000,0.00000000000,,,,,,"231","231"
DR TAYUB,LILONGWE,DISPENSARY,,,,,,33.767222,-13.987222,13 59 14 - 33 46,,1998/12/03,TAR - GOOD,"0","0","1998",PRIVATE,PVT,"0","18250","0","0","0",,"0",0.00,0.00,0.00,,0.00,"726","0",,0.00000000000,0.00000000000,,,,,,"232","232"
TOBACCO PROCESSORS,LILONGWE,DISPENSARY,"765255",BOX 40048 KANENGO,,,,33.801389,-13.895556,13 53 44 - 33 48,,1998/07/27,TAR - GOOD,"0","0","1989",PRIVATE,PVT,"2200","39055","0","0","0",,"0",0.00,0.00,0.00,,0.00,"727","0",,0.00000000000,0.00000000000,,,,,,"233","233"
UKWE,LILONGWE,DISPENSARY/MATERNITY,,BOX 1274 LILONGWE,,,50min,33.601667,-13.825556,13 49 32 - 33 36,"21",1998/07/29,DIRT - GOOD,"9","30",,,MOH,"28202","36500","540","0","1",,"0",0.00,0.00,0.00,,0.00,"728","0",,0.00000000000,0.00000000000,,,,,,"234","234"
UNDP,LILONGWE,DISPENSARY,"782118",BOX 30135 LILONGWE,,,,33.791389,-13.958889,13 57 32 - 33 47,,1998/12/04,TAR - GOOD,"0","0",,UNDP,PVT,"0","5475","0","0","0",,"0",0.00,0.00,0.00,,0.00,"729","0",,0.00000000000,0.00000000000,,,,,,"235","235"
MAMOYO,DOWA,DISPENSARY,,BOX 112 MPONELLA,,"48",1hr,33.738889,-13.533333,13 32 00 - 33 44,"1",1997/03/28,TAR/DIRT - FAIR,"0","0","1990",PRIVATE,PVT,"200000","15614","0","0","0",,"0",0.00,0.00,0.00,,0.00,"73","0",,0.00000000000,0.00000000000,,,,,,"236","236"
MBINGWA,DOWA,DISPENSARY/MATERNITY,,PVT BAG 9 MADISI,,"103.7",2hr 45min,33.520833,-13.537500,13 32 15 - 33 31,"6",1997/03/29,DIRT - FAIR,"7","0","1983",UNCDF,MOH,"26569","38663","292","0","1",,"0",0.00,0.00,0.00,,0.00,"74","0",,0.00000000000,0.00000000000,,,,,,"237","237"
MPONELLA,DOWA,PRIMARY HEALTH CENTRE,"286218",BOX 56 MPONELLA,,"48",1hr,33.738333,-13.529167,13 31 45 - 33 44,"1",1997/03/28,TAR/DIRT - FAIR,"42","120",?,MOH,MOH,"200000","96665","832","0","1",,"0",1000000.00,779000.00,1000000.00,DHO,0.00,"75","0",,0.00000000000,0.00000000000,,,,,,"238","238"
MSAKEMBEWA,DOWA,DISPENSARY/MATERNITY,,BOX 25 DOWA,,"41.4",53min,33.898333,-13.551389,13 33 05 - 33 53,"9.6",1997/03/28,DIRT - POOR,"10","10","1991",UNCDF,MOH,"20132","12510","180","0","1",,"0",0.00,0.00,0.00,,0.00,"76","0",,0.00000000000,0.00000000000,,,,,,"239","239"
MTENGOWANTHENGA,DOWA,DISPENSARY/MATERNITY,"286270",BOX 18 M/THENGA,,"30.5",47min,33.776667,-13.667500,13 40 03 - 33 46,"18",1997/03/29,TAR/DIRT - FAIR,"52","95","1981",RC CHURCH,CHAM,"74000","57545","700","0","0",,"0",0.00,0.00,0.00,RC CHURCH,0.00,"77","0",,0.00000000000,0.00000000000,,,,,,"240","240"
MVERA MISSION,DOWA,PRIMARY HEALTH CENTRE,,BOX 25 MVERA,,"43",59min,34.091389,-13.745833,13 44 45 - 34 05,"9",1997/03/30,TAR/DIRT - FAIR,"50","26","1940",CCAP,CHAM,"0","3237","600","0","0",,"0",0.00,0.00,0.00,,96000.00,"78","0",,0.00000000000,0.00000000000,,,,,,"241","241"
MVERA ARMY,DOWA,DISPENSARY,"722155",BOX 80 MVERA,,"52",1hr 14min,34.126667,-13.746667,13 44 48 - 34 07,"9",1997/03/30,TAR/DIRT - FAIR,"0","0",,ARMY,ARMY,"3000","19270","0","0","0",,"0",0.00,0.00,0.00,,0.00,"79","0",,0.00000000000,0.00000000000,,,,,,"242","242"
MWANGALA,DOWA,DISPENSARY/MATERNITY,,PA MWANGALA,,"51",1hr 10 min,33.922778,-13.491389,13 29 29 - 33 55,"9.6",1997/03/28,DIRT - POOR,"5","0","1979",SELF HELP,LG,"0","9812","300","0","0",,"0",0.00,0.00,0.00,,18000.00,"80","0",,0.00000000000,0.00000000000,,,,,,"243","243"
NALUNGA MAFIKA,DOWA,DISPENSARY/MATERNITY,,PA NALUNGA,,"21.6",56min,34.090556,-13.600278,13 36 01 - 34 05,"21.6",1997/03/28,DIRT - POOR,"10","10","1974",RC CHURCH,LG,"7000","2103","223","0","0",,"0",0.00,0.00,0.00,,0.00,"81","0",,0.00000000000,0.00000000000,,,,,,"244","244"
THONJE,DOWA,DISPENSARY/MATERNITY,,BOX 25 DOWA,,"42",1hr,34.254167,-13.708333,13 42 30 - 34 15,"1",1997/03/28,TAR/DIRT - FAIR,"10","10","1984",UNCDF,MOH,"17936","19136","165","0","1",,"0",0.00,0.00,0.00,,0.00,"82","0",,0.00000000000,0.00000000000,,,,,,"245","245"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","1",pnt_612,663282.00000000000,8422436.00000000000,AISAM,Levukata_Chaphankhwani,,kachindamoto,Mtakataka,"246","246"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","2",pnt_613,663964.00000000000,8426196.00000000000,FARMERS_WORLD,FARMERS_WORLD,,,Mtakataka,"247","247"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","3",pnt_614,672426.00000000000,8405804.00000000000,AISAM,John_Whayo,,Golomoti,,"248","248"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","4",pnt_617,662524.00000000000,8420786.00000000000,AISAM,Diyitoni_Kachepa,,Mua_trading,Mtakataka,"249","249"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","5",pnt_618,662506.00000000000,8420776.00000000000,AISAM,Robert_Raiph,,,Mtakataka,"250","250"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","6",pnt_619,668978.00000000000,8412138.00000000000,AISAM,Bonomali_Mwamadi,,Abraham,mtakataka,"251","251"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","7",pnt_622,625320.00000000000,8420004.00000000000,AISAM,pano_Dyetsani,,chambaya_trading_centre,,"252","252"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","8",pnt_623,650125.00000000000,8408340.00000000000,AISAM,Elton_Yairo,,Bembeke_Turn_Off,,"253","253"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","9",pnt_624,672077.00000000000,8404368.00000000000,AISAM,Benson_Stambuli,,Golomoti,,"254","254"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","10",pnt_625,650041.00000000000,8408408.00000000000,AISAM,Richard_Ben,,Bembeke_Turn_Off,,"255","255"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","11",pnt_626,650126.00000000000,8408252.00000000000,AISAM,F.T_Magombo,,Bembeka_Turn_off,,"256","256"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","12",pnt_627,650957.00000000000,8409804.00000000000,AISAM,F.L._Chiwoko,,Kamenyagwaza,Bembeke,"257","257"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","13",pnt_628,650867.00000000000,8410600.00000000000,AISAM,Peter_Samalideni,,Kamtande,Bembeke,"258","258"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","14",pnt_629,643814.00000000000,8409326.00000000000,AISAM,Mr_Onani,,Dedza_Boma,,"259","259"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","15",pnt_630,643711.00000000000,8410018.00000000000,KULIMA_GOLD,KULIMA_GOLD,,Dedza_Boma,,"260","260"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","16",pnt_632,643818.00000000000,8409316.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Dedza_Boma,,"261","261"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","17",pnt_633,638189.00000000000,8429102.00000000000,AISAM,Maliam_nyambi,,Chiluzi_Trading_Centre,,"262","262"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","18",pnt_638,634840.00000000000,8440860.00000000000,FARMERS_WORLD,FARMERS_WORLD,,mayani_Trading,,"263","263"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","19",pnt_639,635129.00000000000,8440774.00000000000,AISAM,J.A._Hussen,,mayani_Trading,,"264","264"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","20",pnt_641,615799.00000000000,8408598.00000000000,AISAM,Dorin_H_Yande,,Lobi_Trading,,"265","265"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","21",pnt_642,615784.00000000000,8408594.00000000000,AISAM,Samuel_Foya,,Lobi_Trading,,"266","266"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","22",pnt_643,615739.00000000000,8408832.00000000000,AISAM,B._Chimeta,,Lobi_Trading,,"267","267"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","23",pnt_644,621680.00000000000,8430462.00000000000,AISAM,Keneth_Ward,,Llinthipe_trading,,"268","268"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","24",pnt_645,615908.00000000000,8408704.00000000000,AISAM,Enasi_Yande,,Lobi_Trading,,"269","269"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","25",pnt_646,615883.00000000000,8408710.00000000000,AISAM,Mrs_Mula,,Lobi_Trading,,"270","270"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","26",pnt_647,615739.00000000000,8408594.00000000000,AISAM,L.J.Mkweza,,Lobi_Trading,,"271","271"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","27",pnt_648,615727.00000000000,8408402.00000000000,AISAM,Grace_Bandula,,Lobi_Trading,,"272","272"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","28",pnt_649,610567.00000000000,8412744.00000000000,AISAM,Elias_Kalipande,,Bango,Kabwaz,"273","273"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","29",pnt_651,608681.00000000000,8402902.00000000000,AISAM,Bizweck_Kalumbi,,Kachere,Lobi,"274","274"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","30",pnt_652,608722.00000000000,8402912.00000000000,AISAM,Alfred_Phiri,,Kachere,Lobi,"275","275"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","31",pnt_653,608631.00000000000,8403030.00000000000,AISAM,Christina_Magwere,,Njonja_Trading,Lobi,"276","276"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","32",pnt_654,598726.00000000000,8410270.00000000000,AISAM,Kosmas_Joseph,,Chafumbwa,chafumbwa,"277","277"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","33",pnt_655,593813.00000000000,8410440.00000000000,AISAM,Wesiko_Bikinosi,,magomero,chafumbwa,"278","278"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","34",pnt_656,593771.00000000000,8410540.00000000000,AISAM,S.D._Chakwesa,,magomero,chafumbwa,"279","279"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","35",pnt_657,577208.00000000000,8404260.00000000000,AISAM,Sasulani_Zendelani,,,,"280","280"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","36",pnt_658,616236.00000000000,8418052.00000000000,AISAM,Baron_J_Moyo,,Thete,,"281","281"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","37",pnt_659,606240.00000000000,8420916.00000000000,AISAM,J.M._Simeon,,kabwazi,Kabwaz,"282","282"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","38",pnt_660,606737.00000000000,8413614.00000000000,AISAM,K.S._Chiputula,,,,"283","283"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","39",pnt_662,616027.00000000000,8417326.00000000000,AISAM,patrick_Kalasa,,Thetete,,"284","284"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","40",pnt_663,616084.00000000000,8417374.00000000000,AISAM,E_Magalasi_-malavi_Flowers,,Thete,,"285","285"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","41",pnt_664,616205.00000000000,8417608.00000000000,KULIMA_GOLD,KULIMA_GOLD,,,,"286","286"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","42",pnt_665,616396.00000000000,8417844.00000000000,AISAM,G_Mkweza,,Thete,lobi,"287","287"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","43",pnt_666,616376.00000000000,8417818.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Thete,,"288","288"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","44",pnt_667,616358.00000000000,8417792.00000000000,AISAM,A.Kasito-tithandizane_Store,,Thete,,"289","289"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","45",pnt_668,616193.00000000000,8417586.00000000000,AISAM,John_Mawindo,,Thete,,"290","290"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","46",pnt_669,616439.00000000000,8417944.00000000000,AISAM,D.J._Buleya,,Malirana,,"291","291"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","47",pnt_670,616410.00000000000,8417896.00000000000,AISAM,P_Mawindo,,Malirana,lobi,"292","292"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","48",pnt_672,616499.00000000000,8418008.00000000000,AISAM,Nagwatani_Trading_(D_Mtembe),,Malirana,kaphuka,"293","293"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","49",pnt_1039,643853.00000000000,8409754.00000000000,MCCONELL & COMPANY,Dedza_Boma,Dedza_Boma,,?,"294","294"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","50",pnt_1040,643868.00000000000,8409607.00000000000,CHIPIKU STORES,Dedza_Boma,Dedza_Boma,,?,"295","295"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","51",pnt_1093,616497.00000000000,8417882.00000000000,CHIPIKU STORES,Thete_Trading_Centre,Thete_Trading_Centre,?,?,"296","296"
,Dedza,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","52",pnt_1094,616140.00000000000,8417500.00000000000,MCCONELL & COMPANY,Thete_Trading_Centre,Thete_Trading_Centre,?,?,"297","297"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","53",pnt_543,565074.00000000000,8484962.00000000000,AISAM,Gibson_Chambakata,"Box_31723,_Lilingwe3",,,"298","298"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","54",pnt_544,550809.00000000000,8492698.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Chisepo,chisepo,"299","299"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","55",pnt_547,555400.00000000000,8501650.00000000000,AISAM,AKH_Association-E.Chigwedera,"Box_205,_Mponera",Kasuntha,chisepo,"300","300"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","56",pnt_548,555377.00000000000,8501662.00000000000,AISAM,Jane_Chapweteka_(MRS),"Box_31384,_Lilongwe3",Kasuntha,chisepo,"301","301"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","57",pnt_550,579788.00000000000,8503968.00000000000,KULIMA_GOLD,KULIMA_GOLD,,Mponela,Mponela,"302","302"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","58",pnt_551,579837.00000000000,8503984.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Mponela,Mponela,"303","303"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","59",pnt_552,579666.00000000000,8504138.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Mponela,Mponela,"304","304"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","60",pnt_554,574647.00000000000,8531854.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_40294,_Lilongwe",chakhaza,Bowe,"305","305"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","61",pnt_555,565829.00000000000,8516388.00000000000,AISAM,W.F._Chagomerana-Kaphikre_Investiment,,Madisi,madisi,"306","306"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","62",pnt_556,565792.00000000000,8517068.00000000000,AISAM,Chilemba_Investiment-_Jimchere_Banda,"Box_128,_Madisi",Madisi,madisi,"307","307"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","63",pnt_558,565821.00000000000,8516472.00000000000,KULIMA_GOLD,KULIMA_GOLD,"Box_30806,Lilongwe3",Madisi,madisi,"308","308"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","64",pnt_559,565801.00000000000,8516444.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Madisi,madisi,"309","309"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","65",pnt_560,565294.00000000000,8504652.00000000000,AISAM,Maurice__Hara,"Box_130,_madisi",Simbi,madisi,"310","310"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","66",pnt_561,565794.00000000000,8516592.00000000000,AISAM,Floroda_Meke,"Box_118,madisi",chakhaza,madisi,"311","311"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","67",pnt_562,579940.00000000000,8504192.00000000000,AISAM,Kambanje_Traders-HJ_Katsirizeni,"Box_96,_mponela",Mponela,Mponela,"312","312"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","68",pnt_563,578212.00000000000,8520138.00000000000,AISAM,Manesi_Investiment,"Box_15_,_Madisi",chakhaza,Bowe,"313","313"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","69",pnt_566,586924.00000000000,8482418.00000000000,AISAM,maria_manda_(Mrs),"Box_131,_Lumbadzi",Dowa,Chibvala,"314","314"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","70",pnt_567,586909.00000000000,8482378.00000000000,AISAM,Chimwemwe_Grocery-Fedaral,"Box_123,_Lumbadzi",Dowa,Chibvala,"315","315"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","71",pnt_568,588043.00000000000,8477516.00000000000,KULIMA_GOLD,KULIMA_GOLD,"Box_30806,Lilongwe3",Lumbadzi,Chibvala,"316","316"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","72",pnt_569,587997.00000000000,8477574.00000000000,AISAM,Sakata_Trading,"P/Bag_4,_Lumbadzi",Lumbadzi,Chibvala,"317","317"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","73",pnt_570,588052.00000000000,8477652.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Lumbadzi,Chibvala,"318","318"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","74",pnt_571,587993.00000000000,8477706.00000000000,NASFAM,NASFAM,"Box_160,_Lumbadzi",Lumbadzi,,"319","319"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","75",pnt_573,566096.00000000000,8516174.00000000000,AISAM,FB_Sinoya,,Bowe,Bowe,"320","320"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","76",pnt_574,621380.00000000000,8482740.00000000000,AISAM,Burtwell_m._chiwasa,"Box_6,_Mvera",Mvera,mvera,"321","321"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","77",pnt_575,621373.00000000000,8482706.00000000000,AISAM,Madalitso_Shop-Lennie_Mbulukwa,"Box_42,Mvera",Mvera,mvera,"322","322"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","78",pnt_576,621397.00000000000,8482754.00000000000,AISAM,Kachere_agricultural_Trading,"Box_40632,_Lolingwe",Mvera,mvera,"323","323"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","79",pnt_578,614932.00000000000,8491726.00000000000,AISAM,R.J.K._Samu,"Nalunga_School,_P/A_nalunga",Nalunga,nalunga,"324","324"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","80",pnt_579,614490.00000000000,8491646.00000000000,AISAM,nalunga_unit_market,"Box_5,_Mponela",Nalunga,nalunga,"325","325"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","81",pnt_582,611888.00000000000,8482584.00000000000,AISAM,Kumvana_Honde,,Mvera,mvera,"326","326"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","82",pnt_583,601214.00000000000,8489952.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box,40294,__kanengo_Lilongwe",Dowa_Boma,Nachisaka,"327","327"
